,iteration,z,x,f(x),sum,epsilon,converged,gradient
1415,1415,[-4.02704126019944e-5 -7.95807864051312e-16],[4.88125096551746 8.99999999999998],0.000596542793251468,<built-in function sum>,0.0001,False,[-0.0201146865432421 -3.97903932025656e-13]
1416,1416,[-4.02294427165088e-5 -7.95807864051312e-16],[4.88129119496018 8.99999999999998],0.000595734824016690,<built-in function sum>,0.0001,False,[-0.0200942364155116 -3.97903932025656e-13]
1417,1417,[-4.01885422956935e-5 -7.95807864051312e-16],[4.88133138350247 8.99999999999998],0.000594928496000674,<built-in function sum>,0.0001,False,[-0.0200738209374391 -3.97903932025656e-13]
1418,1418,[-4.01477111746992e-5 -7.95807864051312e-16],[4.88137153121365 8.99999999999998],0.000594123804759674,<built-in function sum>,0.0001,False,[-0.0200534400268524 -3.97903932025656e-13]
1419,1419,[-4.01069491891792e-5 -7.95807864051312e-16],[4.88141163816284 8.99999999999998],0.000593320745864992,<built-in function sum>,0.0001,False,[-0.0200330936018296 -3.97903932025656e-13]
1420,1420,[-4.00662561752881e-5 -7.95807864051312e-16],[4.88145170441901 8.99999999999998],0.000592519314902897,<built-in function sum>,0.0001,False,[-0.0200127815806985 -3.97903932025656e-13]
1421,1421,[-4.00256319696797e-5 -7.95807864051312e-16],[4.88149173005098 8.99999999999998],0.000591719507474551,<built-in function sum>,0.0001,False,[-0.0199925038820356 -3.97903932025656e-13]
1422,1422,[-3.99850764095043e-5 -7.95807864051312e-16],[4.88153171512739 8.99999999999998],0.000590921319195984,<built-in function sum>,0.0001,False,[-0.0199722604246644 -3.97903932025656e-13]
1423,1423,[-3.99445893324078e-5 -7.95807864051312e-16],[4.88157165971672 8.99999999999998],0.000590124745698035,<built-in function sum>,0.0001,False,[-0.0199520511276556 -3.97903932025656e-13]
1424,1424,[-3.99041705765302e-5 -7.95807864051312e-16],[4.88161156388730 8.99999999999998],0.000589329782626239,<built-in function sum>,0.0001,False,[-0.0199318759103263 -3.97903932025656e-13]
1425,1425,[-3.98638199805026e-5 -7.95807864051312e-16],[4.88165142770728 8.99999999999998],0.000588536425640841,<built-in function sum>,0.0001,False,[-0.0199117346922375 -3.97903932025656e-13]
1426,1426,[-3.98235373834464e-5 -7.95807864051312e-16],[4.88169125124467 8.99999999999998],0.000587744670416664,<built-in function sum>,0.0001,False,[-0.0198916273931951 -3.97903932025656e-13]
1427,1427,[-3.97833226249706e-5 -7.95807864051312e-16],[4.88173103456729 8.99999999999998],0.000586954512643110,<built-in function sum>,0.0001,False,[-0.0198715539332474 -3.97903932025656e-13]
1428,1428,[-3.97431755451708e-5 -7.95807864051312e-16],[4.88177077774283 8.99999999999998],0.000586165948024055,<built-in function sum>,0.0001,False,[-0.0198515142326855 -3.97903932025656e-13]
1429,1429,[-3.97030959846267e-5 -7.95807864051312e-16],[4.88181048083882 8.99999999999998],0.000585378972277843,<built-in function sum>,0.0001,False,[-0.0198315082120413 -3.97903932025656e-13]
1430,1430,[-3.96630837844011e-5 -7.95807864051312e-16],[4.88185014392260 8.99999999999998],0.000584593581137159,<built-in function sum>,0.0001,False,[-0.0198115357920877 -3.97903932025656e-13]
1431,1431,[-3.96231387860371e-5 -7.95807864051312e-16],[4.88188976706139 8.99999999999998],0.000583809770349038,<built-in function sum>,0.0001,False,[-0.0197915968938366 -3.97903932025656e-13]
1432,1432,[-3.95832608315574e-5 -7.95807864051312e-16],[4.88192935032222 8.99999999999998],0.000583027535674763,<built-in function sum>,0.0001,False,[-0.0197716914385389 -3.97903932025656e-13]
1433,1433,[-3.95434497634618e-5 -7.95807864051312e-16],[4.88196889377198 8.99999999999998],0.000582246872889835,<built-in function sum>,0.0001,False,[-0.0197518193476830 -3.97903932025656e-13]
1434,1434,[-3.95037054247256e-5 -7.95807864051312e-16],[4.88200839747741 8.99999999999998],0.000581467777783889,<built-in function sum>,0.0001,False,[-0.0197319805429948 -3.97903932025656e-13]
1435,1435,[-3.94640276587981e-5 -7.95807864051312e-16],[4.88204786150507 8.99999999999998],0.000580690246160663,<built-in function sum>,0.0001,False,[-0.0197121749464353 -3.97903932025656e-13]
1436,1436,[-3.94244163096006e-5 -7.95807864051312e-16],[4.88208728592138 8.99999999999998],0.000579914273837939,<built-in function sum>,0.0001,False,[-0.0196924024802015 -3.97903932025656e-13]
1437,1437,[-3.93848712215249e-5 -7.95807864051312e-16],[4.88212667079260 8.99999999999998],0.000579139856647454,<built-in function sum>,0.0001,False,[-0.0196726630667246 -3.97903932025656e-13]
1438,1438,[-3.93453922394311e-5 -7.95807864051312e-16],[4.88216601618484 8.99999999999998],0.000578366990434875,<built-in function sum>,0.0001,False,[-0.0196529566286686 -3.97903932025656e-13]
1439,1439,[-3.93059792086459e-5 -7.95807864051312e-16],[4.88220532216405 8.99999999999998],0.000577595671059749,<built-in function sum>,0.0001,False,[-0.0196332830889304 -3.97903932025656e-13]
1440,1440,[-3.92666319749619e-5 -7.95807864051312e-16],[4.88224458879602 8.99999999999998],0.000576825894395409,<built-in function sum>,0.0001,False,[-0.0196136423706389 -3.97903932025656e-13]
1441,1441,[-3.92273503846340e-5 -7.95807864051312e-16],[4.88228381614641 8.99999999999998],0.000576057656328976,<built-in function sum>,0.0001,False,[-0.0195940343971531 -3.97903932025656e-13]
1442,1442,[-3.91881342843799e-5 -7.95807864051312e-16],[4.88232300428069 8.99999999999998],0.000575290952761261,<built-in function sum>,0.0001,False,[-0.0195744590920629 -3.97903932025656e-13]
1443,1443,[-3.91489835213772e-5 -7.95807864051312e-16],[4.88236215326421 8.99999999999998],0.000574525779606706,<built-in function sum>,0.0001,False,[-0.0195549163791872 -3.97903932025656e-13]
1444,1444,[-3.91098979432613e-5 -7.95807864051312e-16],[4.88240126316216 8.99999999999998],0.000573762132793368,<built-in function sum>,0.0001,False,[-0.0195354061825727 -3.97903932025656e-13]
1445,1445,[-3.90708773981248e-5 -7.95807864051312e-16],[4.88244033403956 8.99999999999998],0.000573000008262824,<built-in function sum>,0.0001,False,[-0.0195159284264941 -3.97903932025656e-13]
1446,1446,[-3.90319217345150e-5 -7.95807864051312e-16],[4.88247936596129 8.99999999999998],0.000572239401970143,<built-in function sum>,0.0001,False,[-0.0194964830354526 -3.97903932025656e-13]
1447,1447,[-3.89930308014327e-5 -7.95807864051312e-16],[4.88251835899209 8.99999999999998],0.000571480309883827,<built-in function sum>,0.0001,False,[-0.0194770699341752 -3.97903932025656e-13]
1448,1448,[-3.89542044483304e-5 -7.95807864051312e-16],[4.88255731319654 8.99999999999998],0.000570722727985742,<built-in function sum>,0.0001,False,[-0.0194576890476140 -3.97903932025656e-13]
1449,1449,[-3.89154425251103e-5 -7.95807864051312e-16],[4.88259622863907 8.99999999999998],0.000569966652271096,<built-in function sum>,0.0001,False,[-0.0194383403009451 -3.97903932025656e-13]
1450,1450,[-3.88767448821234e-5 -7.95807864051312e-16],[4.88263510538395 8.99999999999998],0.000569212078748360,<built-in function sum>,0.0001,False,[-0.0194190236195683 -3.97903932025656e-13]
1451,1451,[-3.88381113701675e-5 -7.95807864051312e-16],[4.88267394349532 8.99999999999998],0.000568459003439204,<built-in function sum>,0.0001,False,[-0.0193997389291058 -3.97903932025656e-13]
1452,1452,[-3.87995418404850e-5 -7.95807864051312e-16],[4.88271274303716 8.99999999999998],0.000567707422378490,<built-in function sum>,0.0001,False,[-0.0193804861554012 -3.97903932025656e-13]
1453,1453,[-3.87610361447622e-5 -7.95807864051312e-16],[4.88275150407330 8.99999999999998],0.000566957331614177,<built-in function sum>,0.0001,False,[-0.0193612652245197 -3.97903932025656e-13]
1454,1454,[-3.87225941351270e-5 -7.95807864051312e-16],[4.88279022666744 8.99999999999998],0.000566208727207309,<built-in function sum>,0.0001,False,[-0.0193420760627459 -3.97903932025656e-13]
1455,1455,[-3.86842156641483e-5 -7.95807864051312e-16],[4.88282891088310 8.99999999999998],0.000565461605231889,<built-in function sum>,0.0001,False,[-0.0193229185965848 -3.97903932025656e-13]
1456,1456,[-3.86459005848325e-5 -7.95807864051312e-16],[4.88286755678369 8.99999999999998],0.000564715961774936,<built-in function sum>,0.0001,False,[-0.0193037927527583 -3.97903932025656e-13]
1457,1457,[-3.86076487506241e-5 -7.95807864051312e-16],[4.88290616443244 8.99999999999998],0.000563971792936325,<built-in function sum>,0.0001,False,[-0.0192846984582079 -3.97903932025656e-13]
1458,1458,[-3.85694600154025e-5 -7.95807864051312e-16],[4.88294473389245 8.99999999999998],0.000563229094828829,<built-in function sum>,0.0001,False,[-0.0192656356400904 -3.97903932025656e-13]
1459,1459,[-3.85313342334814e-5 -7.95807864051312e-16],[4.88298326522669 8.99999999999998],0.000562487863577990,<built-in function sum>,0.0001,False,[-0.0192466042257801 -3.97903932025656e-13]
1460,1460,[-3.84932712596063e-5 -7.95807864051312e-16],[4.88302175849795 8.99999999999998],0.000561748095322128,<built-in function sum>,0.0001,False,[-0.0192276041428656 -3.97903932025656e-13]
1461,1461,[-3.84552709489541e-5 -7.95807864051312e-16],[4.88306021376890 8.99999999999998],0.000561009786212249,<built-in function sum>,0.0001,False,[-0.0192086353191509 -3.97903932025656e-13]
1462,1462,[-3.84173331571303e-5 -7.95807864051312e-16],[4.88309863110205 8.99999999999998],0.000560272932412021,<built-in function sum>,0.0001,False,[-0.0191896976826533 -3.97903932025656e-13]
1463,1463,[-3.83794577401684e-5 -7.95807864051312e-16],[4.88313701055979 8.99999999999998],0.000559537530097729,<built-in function sum>,0.0001,False,[-0.0191707911616032 -3.97903932025656e-13]
1464,1464,[-3.83416445545282e-5 -7.95807864051312e-16],[4.88317535220435 8.99999999999998],0.000558803575458185,<built-in function sum>,0.0001,False,[-0.0191519156844440 -3.97903932025656e-13]
1465,1465,[-3.83038934570936e-5 -7.95807864051312e-16],[4.88321365609780 8.99999999999998],0.000558071064694719,<built-in function sum>,0.0001,False,[-0.0191330711798295 -3.97903932025656e-13]
1466,1466,[-3.82662043051718e-5 -7.95807864051312e-16],[4.88325192230211 8.99999999999998],0.000557339994021123,<built-in function sum>,0.0001,False,[-0.0191142575766250 -3.97903932025656e-13]
1467,1467,[-3.82285769564915e-5 -7.95807864051312e-16],[4.88329015087907 8.99999999999998],0.000556610359663576,<built-in function sum>,0.0001,False,[-0.0190954748039056 -3.97903932025656e-13]
1468,1468,[-3.81910112692012e-5 -7.95807864051312e-16],[4.88332834189033 8.99999999999998],0.000555882157860633,<built-in function sum>,0.0001,False,[-0.0190767227909554 -3.97903932025656e-13]
1469,1469,[-3.81535071018680e-5 -7.95807864051312e-16],[4.88336649539744 8.99999999999998],0.000555155384863141,<built-in function sum>,0.0001,False,[-0.0190580014672674 -3.97903932025656e-13]
1470,1470,[-3.81160643134759e-5 -7.95807864051312e-16],[4.88340461146175 8.99999999999998],0.000554430036934223,<built-in function sum>,0.0001,False,[-0.0190393107625419 -3.97903932025656e-13]
1471,1471,[-3.80786827634243e-5 -7.95807864051312e-16],[4.88344269014451 8.99999999999998],0.000553706110349215,<built-in function sum>,0.0001,False,[-0.0190206506066864 -3.97903932025656e-13]
1472,1472,[-3.80413623115270e-5 -7.95807864051312e-16],[4.88348073150683 8.99999999999998],0.000552983601395600,<built-in function sum>,0.0001,False,[-0.0190020209298148 -3.97903932025656e-13]
1473,1473,[-3.80041028180096e-5 -7.95807864051312e-16],[4.88351873560964 8.99999999999998],0.000552262506373005,<built-in function sum>,0.0001,False,[-0.0189834216622461 -3.97903932025656e-13]
1474,1474,[-3.79669041435094e-5 -7.95807864051312e-16],[4.88355670251379 8.99999999999998],0.000551542821593096,<built-in function sum>,0.0001,False,[-0.0189648527345046 -3.97903932025656e-13]
1475,1475,[-3.79297661490728e-5 -7.95807864051312e-16],[4.88359463227994 8.99999999999998],0.000550824543379570,<built-in function sum>,0.0001,False,[-0.0189463140773181 -3.97903932025656e-13]
1476,1476,[-3.78926886961538e-5 -7.95807864051312e-16],[4.88363252496863 8.99999999999998],0.000550107668068116,<built-in function sum>,0.0001,False,[-0.0189278056216174 -3.97903932025656e-13]
1477,1477,[-3.78556716466138e-5 -7.95807864051312e-16],[4.88367038064028 8.99999999999998],0.000549392192006341,<built-in function sum>,0.0001,False,[-0.0189093272985369 -3.97903932025656e-13]
1478,1478,[-3.78187148627190e-5 -7.95807864051312e-16],[4.88370819935514 8.99999999999998],0.000548678111553719,<built-in function sum>,0.0001,False,[-0.0188908790394121 -3.97903932025656e-13]
1479,1479,[-3.77818182071390e-5 -7.95807864051312e-16],[4.88374598117335 8.99999999999998],0.000547965423081580,<built-in function sum>,0.0001,False,[-0.0188724607757795 -3.97903932025656e-13]
1480,1480,[-3.77449815429459e-5 -7.95807864051312e-16],[4.88378372615489 8.99999999999998],0.000547254122973041,<built-in function sum>,0.0001,False,[-0.0188540724393764 -3.97903932025656e-13]
1481,1481,[-3.77082047336126e-5 -7.95807864051312e-16],[4.88382143435962 8.99999999999998],0.000546544207622952,<built-in function sum>,0.0001,False,[-0.0188357139621397 -3.97903932025656e-13]
1482,1482,[-3.76714876430113e-5 -7.95807864051312e-16],[4.88385910584727 8.99999999999998],0.000545835673437870,<built-in function sum>,0.0001,False,[-0.0188173852762050 -3.97903932025656e-13]
1483,1483,[-3.76348301354121e-5 -7.95807864051312e-16],[4.88389674067740 8.99999999999998],0.000545128516836009,<built-in function sum>,0.0001,False,[-0.0187990863139064 -3.97903932025656e-13]
1484,1484,[-3.75982320754819e-5 -7.95807864051312e-16],[4.88393433890948 8.99999999999998],0.000544422734247168,<built-in function sum>,0.0001,False,[-0.0187808170077758 -3.97903932025656e-13]
1485,1485,[-3.75616933282821e-5 -7.95807864051312e-16],[4.88397190060281 8.99999999999998],0.000543718322112722,<built-in function sum>,0.0001,False,[-0.0187625772905412 -3.97903932025656e-13]
1486,1486,[-3.75252137592681e-5 -7.95807864051312e-16],[4.88400942581657 8.99999999999998],0.000543015276885559,<built-in function sum>,0.0001,False,[-0.0187443670951271 -3.97903932025656e-13]
1487,1487,[-3.74887932342874e-5 -7.95807864051312e-16],[4.88404691460980 8.99999999999998],0.000542313595030051,<built-in function sum>,0.0001,False,[-0.0187261863546534 -3.97903932025656e-13]
1488,1488,[-3.74524316195788e-5 -7.95807864051312e-16],[4.88408436704142 8.99999999999998],0.000541613273021973,<built-in function sum>,0.0001,False,[-0.0187080350024351 -3.97903932025656e-13]
1489,1489,[-3.74161287817699e-5 -7.95807864051312e-16],[4.88412178317020 8.99999999999998],0.000540914307348515,<built-in function sum>,0.0001,False,[-0.0186899129719805 -3.97903932025656e-13]
1490,1490,[-3.73798845878771e-5 -7.95807864051312e-16],[4.88415916305479 8.99999999999998],0.000540216694508191,<built-in function sum>,0.0001,False,[-0.0186718201969922 -3.97903932025656e-13]
1491,1491,[-3.73436989053035e-5 -7.95807864051312e-16],[4.88419650675370 8.99999999999998],0.000539520431010791,<built-in function sum>,0.0001,False,[-0.0186537566113649 -3.97903932025656e-13]
1492,1492,[-3.73075716018368e-5 -7.95807864051312e-16],[4.88423381432530 8.99999999999998],0.000538825513377391,<built-in function sum>,0.0001,False,[-0.0186357221491850 -3.97903932025656e-13]
1493,1493,[-3.72715025456495e-5 -7.95807864051312e-16],[4.88427108582784 8.99999999999998],0.000538131938140251,<built-in function sum>,0.0001,False,[-0.0186177167447311 -3.97903932025656e-13]
1494,1494,[-3.72354916052962e-5 -7.95807864051312e-16],[4.88430832131945 8.99999999999998],0.000537439701842798,<built-in function sum>,0.0001,False,[-0.0185997403324715 -3.97903932025656e-13]
1495,1495,[-3.71995386497129e-5 -7.95807864051312e-16],[4.88434552085810 8.99999999999998],0.000536748801039602,<built-in function sum>,0.0001,False,[-0.0185817928470648 -3.97903932025656e-13]
1496,1496,[-3.71636435482158e-5 -7.95807864051312e-16],[4.88438268450165 8.99999999999998],0.000536059232296278,<built-in function sum>,0.0001,False,[-0.0185638742233593 -3.97903932025656e-13]
1497,1497,[-3.71278061704991e-5 -7.95807864051312e-16],[4.88441981230782 8.99999999999998],0.000535370992189496,<built-in function sum>,0.0001,False,[-0.0185459843963912 -3.97903932025656e-13]
1498,1498,[-3.70920263866345e-5 -7.95807864051312e-16],[4.88445690433420 8.99999999999998],0.000534684077306934,<built-in function sum>,0.0001,False,[-0.0185281233013849 -3.97903932025656e-13]
1499,1499,[-3.70563040670699e-5 -7.95807864051312e-16],[4.88449396063827 8.99999999999998],0.000533998484247187,<built-in function sum>,0.0001,False,[-0.0185102908737527 -3.97903932025656e-13]
1500,1500,[-3.70206390826274e-5 -7.95807864051312e-16],[4.88453098127735 8.99999999999998],0.000533314209619788,<built-in function sum>,0.0001,False,[-0.0184924870490924 -3.97903932025656e-13]
1501,1501,[-3.69850313045024e-5 -7.95807864051312e-16],[4.88456796630866 8.99999999999998],0.000532631250045119,<built-in function sum>,0.0001,False,[-0.0184747117631887 -3.97903932025656e-13]
1502,1502,[-3.69494806042622e-5 -7.95807864051312e-16],[4.88460491578926 8.99999999999998],0.000531949602154391,<built-in function sum>,0.0001,False,[-0.0184569649520110 -3.97903932025656e-13]
1503,1503,[-3.69139868538446e-5 -7.95807864051312e-16],[4.88464182977611 8.99999999999998],0.000531269262589600,<built-in function sum>,0.0001,False,[-0.0184392465517135 -3.97903932025656e-13]
1504,1504,[-3.68785499255568e-5 -7.95807864051312e-16],[4.88467870832604 8.99999999999998],0.000530590228003484,<built-in function sum>,0.0001,False,[-0.0184215564986345 -3.97903932025656e-13]
1505,1505,[-3.68431696920740e-5 -7.95807864051312e-16],[4.88471555149573 8.99999999999998],0.000529912495059495,<built-in function sum>,0.0001,False,[-0.0184038947292956 -3.97903932025656e-13]
1506,1506,[-3.68078460264382e-5 -7.95807864051312e-16],[4.88475235934176 8.99999999999998],0.000529236060431729,<built-in function sum>,0.0001,False,[-0.0183862611804013 -3.97903932025656e-13]
1507,1507,[-3.67725788020570e-5 -7.95807864051312e-16],[4.88478913192056 8.99999999999998],0.000528560920804890,<built-in function sum>,0.0001,False,[-0.0183686557888379 -3.97903932025656e-13]
1508,1508,[-3.67373678927015e-5 -7.95807864051312e-16],[4.88482586928845 8.99999999999998],0.000527887072874295,<built-in function sum>,0.0001,False,[-0.0183510784916730 -3.97903932025656e-13]
1509,1509,[-3.67022131725062e-5 -7.95807864051312e-16],[4.88486257150163 8.99999999999998],0.000527214513345768,<built-in function sum>,0.0001,False,[-0.0183335292261555 -3.97903932025656e-13]
1510,1510,[-3.66671145159670e-5 -7.95807864051312e-16],[4.88489923861614 8.99999999999998],0.000526543238935643,<built-in function sum>,0.0001,False,[-0.0183160079297139 -3.97903932025656e-13]
1511,1511,[-3.66320717979399e-5 -7.95807864051312e-16],[4.88493587068794 8.99999999999998],0.000525873246370712,<built-in function sum>,0.0001,False,[-0.0182985145399565 -3.97903932025656e-13]
1512,1512,[-3.65970848936404e-5 -7.95807864051312e-16],[4.88497246777283 8.99999999999998],0.000525204532388195,<built-in function sum>,0.0001,False,[-0.0182810489946705 -3.97903932025656e-13]
1513,1513,[-3.65621536786418e-5 -7.95807864051312e-16],[4.88500902992651 8.99999999999998],0.000524537093735654,<built-in function sum>,0.0001,False,[-0.0182636112318215 -3.97903932025656e-13]
1514,1514,[-3.65272780288730e-5 -7.95807864051312e-16],[4.88504555720454 8.99999999999998],0.000523870927171026,<built-in function sum>,0.0001,False,[-0.0182462011895522 -3.97903932025656e-13]
1515,1515,[-3.64924578206193e-5 -7.95807864051312e-16],[4.88508204966236 8.99999999999998],0.000523206029462528,<built-in function sum>,0.0001,False,[-0.0182288188061828 -3.97903932025656e-13]
1516,1516,[-3.64576929305192e-5 -7.95807864051312e-16],[4.88511850735529 8.99999999999998],0.000522542397388652,<built-in function sum>,0.0001,False,[-0.0182114640202096 -3.97903932025656e-13]
1517,1517,[-3.64229832355648e-5 -7.95807864051312e-16],[4.88515493033853 8.99999999999998],0.000521880027738087,<built-in function sum>,0.0001,False,[-0.0181941367703052 -3.97903932025656e-13]
1518,1518,[-3.63883286130991e-5 -7.95807864051312e-16],[4.88519131866714 8.99999999999998],0.000521218917309720,<built-in function sum>,0.0001,False,[-0.0181768369953167 -3.97903932025656e-13]
1519,1519,[-3.63537289408156e-5 -7.95807864051312e-16],[4.88522767239608 8.99999999999998],0.000520559062912582,<built-in function sum>,0.0001,False,[-0.0181595646342660 -3.97903932025656e-13]
1520,1520,[-3.63191840967571e-5 -7.95807864051312e-16],[4.88526399158018 8.99999999999998],0.000519900461365807,<built-in function sum>,0.0001,False,[-0.0181423196263493 -3.97903932025656e-13]
1521,1521,[-3.62846939593143e-5 -7.95807864051312e-16],[4.88530027627414 8.99999999999998],0.000519243109498577,<built-in function sum>,0.0001,False,[-0.0181251019109358 -3.97903932025656e-13]
1522,1522,[-3.62502584072243e-5 -7.95807864051312e-16],[4.88533652653255 8.99999999999998],0.000518587004150126,<built-in function sum>,0.0001,False,[-0.0181079114275672 -3.97903932025656e-13]
1523,1523,[-3.62158773195700e-5 -7.95807864051312e-16],[4.88537274240987 8.99999999999998],0.000517932142169676,<built-in function sum>,0.0001,False,[-0.0180907481159578 -3.97903932025656e-13]
1524,1524,[-3.61815505757785e-5 -7.95807864051312e-16],[4.88540892396044 8.99999999999998],0.000517278520416373,<built-in function sum>,0.0001,False,[-0.0180736119159936 -3.97903932025656e-13]
1525,1525,[-3.61472780556198e-5 -7.95807864051312e-16],[4.88544507123850 8.99999999999998],0.000516626135759319,<built-in function sum>,0.0001,False,[-0.0180565027677305 -3.97903932025656e-13]
1526,1526,[-3.61130596392062e-5 -7.95807864051312e-16],[4.88548118429814 8.99999999999998],0.000515974985077443,<built-in function sum>,0.0001,False,[-0.0180394206113962 -3.97903932025656e-13]
1527,1527,[-3.60788952069898e-5 -7.95807864051312e-16],[4.88551726319334 8.99999999999998],0.000515325065259554,<built-in function sum>,0.0001,False,[-0.0180223653873867 -3.97903932025656e-13]
1528,1528,[-3.60447846397631e-5 -7.95807864051312e-16],[4.88555330797798 8.99999999999998],0.000514676373204258,<built-in function sum>,0.0001,False,[-0.0180053370362682 -3.97903932025656e-13]
1529,1529,[-3.60107278186569e-5 -7.95807864051312e-16],[4.88558931870580 8.99999999999998],0.000514028905819912,<built-in function sum>,0.0001,False,[-0.0179883354987753 -3.97903932025656e-13]
1530,1530,[-3.59767246251389e-5 -7.95807864051312e-16],[4.88562529543043 8.99999999999998],0.000513382660024596,<built-in function sum>,0.0001,False,[-0.0179713607158105 -3.97903932025656e-13]
1531,1531,[-3.59427749410126e-5 -7.95807864051312e-16],[4.88566123820537 8.99999999999998],0.000512737632746094,<built-in function sum>,0.0001,False,[-0.0179544126284432 -3.97903932025656e-13]
1532,1532,[-3.59088786484166e-5 -7.95807864051312e-16],[4.88569714708402 8.99999999999998],0.000512093820921851,<built-in function sum>,0.0001,False,[-0.0179374911779103 -3.97903932025656e-13]
1533,1533,[-3.58750356298232e-5 -7.95807864051312e-16],[4.88573302211965 8.99999999999998],0.000511451221498906,<built-in function sum>,0.0001,False,[-0.0179205963056149 -3.97903932025656e-13]
1534,1534,[-3.58412457680370e-5 -7.95807864051312e-16],[4.88576886336542 8.99999999999998],0.000510809831433917,<built-in function sum>,0.0001,False,[-0.0179037279531254 -3.97903932025656e-13]
1535,1535,[-3.58075089461944e-5 -7.95807864051312e-16],[4.88580467087436 8.99999999999998],0.000510169647693045,<built-in function sum>,0.0001,False,[-0.0178868860621759 -3.97903932025656e-13]
1536,1536,[-3.57738250477616e-5 -7.95807864051312e-16],[4.88584044469941 8.99999999999998],0.000509530667251989,<built-in function sum>,0.0001,False,[-0.0178700705746643 -3.97903932025656e-13]
1537,1537,[-3.57401939565338e-5 -7.95807864051312e-16],[4.88587618489337 8.99999999999998],0.000508892887095926,<built-in function sum>,0.0001,False,[-0.0178532814326530 -3.97903932025656e-13]
1538,1538,[-3.57066155566348e-5 -7.95807864051312e-16],[4.88591189150892 8.99999999999998],0.000508256304219448,<built-in function sum>,0.0001,False,[-0.0178365185783679 -3.97903932025656e-13]
1539,1539,[-3.56730897325146e-5 -7.95807864051312e-16],[4.88594756459866 8.99999999999998],0.000507620915626564,<built-in function sum>,0.0001,False,[-0.0178197819541972 -3.97903932025656e-13]
1540,1540,[-3.56396163689490e-5 -7.95807864051312e-16],[4.88598320421502 8.99999999999998],0.000506986718330657,<built-in function sum>,0.0001,False,[-0.0178030715026917 -3.97903932025656e-13]
1541,1541,[-3.56061953510385e-5 -7.95807864051312e-16],[4.88601881041038 8.99999999999998],0.000506353709354436,<built-in function sum>,0.0001,False,[-0.0177863871665640 -3.97903932025656e-13]
1542,1542,[-3.55728265642071e-5 -7.95807864051312e-16],[4.88605438323694 8.99999999999998],0.000505721885729908,<built-in function sum>,0.0001,False,[-0.0177697288886878 -3.97903932025656e-13]
1543,1543,[-3.55395098942010e-5 -7.95807864051312e-16],[4.88608992274683 8.99999999999998],0.000505091244498348,<built-in function sum>,0.0001,False,[-0.0177530966120975 -3.97903932025656e-13]
1544,1544,[-3.55062452270880e-5 -7.95807864051312e-16],[4.88612542899206 8.99999999999998],0.000504461782710240,<built-in function sum>,0.0001,False,[-0.0177364902799875 -3.97903932025656e-13]
1545,1545,[-3.54730324492553e-5 -7.95807864051312e-16],[4.88616090202451 8.99999999999998],0.000503833497425295,<built-in function sum>,0.0001,False,[-0.0177199098357113 -3.97903932025656e-13]
1546,1546,[-3.54398714474098e-5 -7.95807864051312e-16],[4.88619634189596 8.99999999999998],0.000503206385712358,<built-in function sum>,0.0001,False,[-0.0177033552227822 -3.97903932025656e-13]
1547,1547,[-3.54067621085762e-5 -7.95807864051312e-16],[4.88623174865807 8.99999999999998],0.000502580444649396,<built-in function sum>,0.0001,False,[-0.0176868263848713 -3.97903932025656e-13]
1548,1548,[-3.53737043200956e-5 -7.95807864051312e-16],[4.88626712236239 8.99999999999998],0.000501955671323488,<built-in function sum>,0.0001,False,[-0.0176703232658075 -3.97903932025656e-13]
1549,1549,[-3.53406979696253e-5 -7.95807864051312e-16],[4.88630246306036 8.99999999999998],0.000501332062830759,<built-in function sum>,0.0001,False,[-0.0176538458095775 -3.97903932025656e-13]
1550,1550,[-3.53077429451373e-5 -7.95807864051312e-16],[4.88633777080330 8.99999999999998],0.000500709616276358,<built-in function sum>,0.0001,False,[-0.0176373939603247 -3.97903932025656e-13]
1551,1551,[-3.52748391349171e-5 -7.95807864051312e-16],[4.88637304564244 8.99999999999998],0.000500088328774425,<built-in function sum>,0.0001,False,[-0.0176209676623484 -3.97903932025656e-13]
1552,1552,[-3.52419864275627e-5 -7.95807864051312e-16],[4.88640828762887 8.99999999999998],0.000499468197448051,<built-in function sum>,0.0001,False,[-0.0176045668601041 -3.97903932025656e-13]
1553,1553,[-3.52091847119835e-5 -7.95807864051312e-16],[4.88644349681358 8.99999999999998],0.000498849219429265,<built-in function sum>,0.0001,False,[-0.0175881914982021 -3.97903932025656e-13]
1554,1554,[-3.51764338773996e-5 -7.95807864051312e-16],[4.88647867324746 8.99999999999998],0.000498231391858958,<built-in function sum>,0.0001,False,[-0.0175718415214079 -3.97903932025656e-13]
1555,1555,[-3.51437338133399e-5 -7.95807864051312e-16],[4.88651381698127 8.99999999999998],0.000497614711886902,<built-in function sum>,0.0001,False,[-0.0175555168746401 -3.97903932025656e-13]
1556,1556,[-3.51110844096420e-5 -7.95807864051312e-16],[4.88654892806568 8.99999999999998],0.000496999176671695,<built-in function sum>,0.0001,False,[-0.0175392175029720 -3.97903932025656e-13]
1557,1557,[-3.50784855564508e-5 -7.95807864051312e-16],[4.88658400655124 8.99999999999998],0.000496384783380713,<built-in function sum>,0.0001,False,[-0.0175229433516298 -3.97903932025656e-13]
1558,1558,[-3.50459371442172e-5 -7.95807864051312e-16],[4.88661905248838 8.99999999999998],0.000495771529190086,<built-in function sum>,0.0001,False,[-0.0175066943659918 -3.97903932025656e-13]
